,News_Heading,Views_per_day,review_text
3133,Indian government questions estimate model after WHO claims 4.7 million Covid deaths | WION,270.0,indian government question estimate model claim million covid death
3134,France: Emmanuel Macron’s party changes name to ‘Renaissance’ | Latest English News | WION,160.0,france emmanuel macron party change name renaissance
3135,How does WhatsApp make money? | WION Originals,327.0,whatsapp make money original
3136,Research: Food is fundamental to tackle climate change | WION Climate Tracker | Latest English News,107.0,research food fundamental tackle climate change climate tracker
3137,Russia-Ukraine Crisis: UN evacuates almost 500 civilians from Mariupol | Latest English News | WION,900.0,russia ukraine crisis un evacuates almost five hundred civilian mariupol
3138,"Two Ukrainian sisters manages to escape Mariupol, made video diary amid Russian shelling| World News",310.0,two ukrainian sister manages escape mariupol made video diary amid russian shelling
3139,Trouble for Tories predicted in early results of England's local elections | Counting underway in UK,200.0,trouble tory predicted early result england local election counting underway uk
3140,Report: Inappropriate videos on YouTube Kids draw concern | Latest English News | WION,150.0,inappropriate video youtube kid draw concern
3141,"Amber Heard tearfully testifies about Johnny Depp's alleged abuse, drug use | Latest English News",1800.0,amber heard tearfully testifies johnny depp alleged abuse drug use
3142,"Russia-Ukraine Crisis: Fighting destroyed nearly 400 hospitals, medical centres, says Zelensky| WION",400.0,russia ukraine crisis fighting destroyed nearly four hundred hospital medical centre say zelensky
3143,Are you scrolling phone and is it adding to your stress? Then you are doomscrolling | WION Originals,163.0,scrolling phone adding stress doomscrolling original
3144,Sri Lanka Crisis & Chaos: University students stage protest near parliament | Latest English News,233.0,sri lanka crisis chaos university student stage protest near parliament
3145,Japanese firms reels under depreciating Yen | Business News | Latest English News | WION,153.0,japanese firm reel depreciating yen business
3146,EV nearly doubled European Union market share | EV sales doubled globally in 2021 | Business News,117.0,ev nearly doubled european union market share ev sale doubled globally two thousand twenty one business
3147,Turkey's inflation surges to 20-year high | 89.1% jump in food prices | World Business Watch | WION,567.0,turkey inflation surge year high jump food price business watch
3148,Bank Of England hikes interest rates to 13-year high | World Business Watch | Latest English News,333.0,bank england hike interest rate year high business watch
3149,Boeing to move headquarters from Chicago to Virginia | World Business Watch | Latest English News,247.0,boeing move headquarters chicago virginia business watch
3150,"Elon Musk to lead Twitter temporarily after $44 billion takeover, says report | World Business Watch",263.0,elon musk lead twitter temporarily billion takeover say business watch
3151,"India's potential as online gaming market: Mr Trivikraman Thampy, co-founder Games24x7 | Exclusive",110.0,india potential online gaming market mr trivikraman thampy co founder game x
3152,United States Abortion row: Will court reverse Roe vs Wade judgment? | Latest English News | WION,147.0,united state abortion row court reverse roe v wade judgment
3153,Israel: Three killed in suspected Palestinian attack | Latest world News | WION,283.0,israel three killed suspected palestinian attack
3154,Russia-Ukraine crisis: Belarusian leader accuses United States of running the war| World News | WION,5700.0,russia ukraine crisis belarusian leader accuses united state running war
3155,Coronavirus News Updates: WHO's new report on excess covid mortality | World News | WION,300.0,coronavirus update new excess covid mortality
3156,"Russia-Ukraine crisis: UN, Red Cross renew efforts to evacuate civilians trapped in Azovstal plant",1367.0,russia ukraine crisis un red cross renew effort evacuate civilian trapped azovstal plant
3157,Study: The Universe could stop expanding remarkably soon | Latest English News | WION,1667.0,study universe could stop expanding remarkably soon
3158,WION Live | The Philippines Presidential polls | Is Democracy at stake in the Philippines election?,2033.0,philippine presidential poll democracy stake philippine election
3159,Sri Lanka no-trust vote: Embattled Rajapaksa clan facing calls to resign| Latest English News | WION,633.0,sri lanka no trust vote embattled rajapaksa clan facing call resign
3160,"Russian FM's Hitler comment sparks apology, President Putin steps in and apologizes | World News",30900.0,russian fm hitler comment spark apology president putin step apologizes
3161,Parag Agrawal on his way out? Billionaire Elon Musk may become new Twitter CEO | World News,1733.0,parag agrawal way billionaire elon musk may become new twitter ceo
3162,"EU Nations to check air pollutions levels, citizen may seek financial compensation | WION",313.0,eu nation check air pollution level citizen may seek financial compensation
3163,"Mining trouble in Southern Guatemala, regional communities fight for survival | WION Climate Tracker",173.0,mining trouble southern guatemala regional community fight survival climate tracker
3164,Loss of Marine Ecosystem in Haiti & Dominican Republic due to violence | WION Climate Tracker,300.0,loss marine ecosystem haiti dominican republic due violence climate tracker
3165,Gravitas Global Headlines: Security beefed up at US Supreme Court | China building collapse,157.0,global headline security beefed u supreme court china building collapse
3166,Gravitas: Bangkok man cremates his wife after living with her coffin for 21 years,4933.0,bangkok man cremates wife living coffin twenty one year
3167,Gravitas: Bolsonaro asks Leonardo DiCaprio to 'shut up',4433.0,bolsonaro asks leonardo dicaprio shut
3168,"Plant protein can reduce CO2 emissions, beef increases carbon pollution | WION Climate Tracker",260.0,plant protein reduce co emission beef increase carbon pollution climate tracker
3169,Gravitas: Philippines: Dictator's son closes in on Presidency,5233.0,philippine dictator son close presidency
3170,Gravitas: US Federal Reserve hikes interest rates,4900.0,u federal reserve hike interest rate
3171,The Great abortion debate in US: Reproductive rights could be rewritten in America | WION,127.0,great abortion debate u reproductive right could rewritten america
3172,Gravitas: Fresh clashes at Al-Aqsa mosque compound,2067.0,fresh clash al aqsa mosque compound
3173,Gravitas: Sri Lanka's crisis to last for two years,3867.0,sri lanka crisis last two year
3174,Gravitas: Can France and India bring peace to Ukraine?,2233.0,france india bring peace ukraine
3175,"Turks bear the brunt of rising cost of living, inflation stands at 70% | World News | WION",1267.0,turk bear brunt rising cost living inflation stand
3176,Gravitas LIVE | Modi meets Macron | 3 big takeaways | Modi & Macron to define new world order?,7000.0,modi meet macron three big takeaway modi macron define new order
3177,The Philippines Presidential polls 2022: Is Democracy at stake in the election? | World News | WION,13767.0,philippine presidential poll democracy stake election
3178,"Turkey's inflation surges to 20-year high, 105.9% jump in transportation sector costs | WION",700.0,turkey inflation surge year high jump transportation sector cost
3179,Roe vs Wade: Will US companies stay silent on Abortion? | International News | WION,140.0,roe v wade u company stay silent abortion international
3180,Belarus President Lukashenko says Ukraine war is dragging | International News | WION,3233.0,belarus president lukashenko say ukraine war dragging international
3181,The Good Life: Are you having enough Protein? How many calories are there in your meal?,223.0,good life enough protein many calorie meal
3182,Chip war: Global semiconductor race heats up | WION Originals,533.0,chip war global semiconductor race heat original
3183,United States: Will America overturn abortion rights? | International News | WION,123.0,united state america overturn abortion right international
3184,Slime or Soft Robots? Chinese University of Hong Kong develops slime robots | WION,160.0,slime soft robot chinese university hong kong develops slime robot
3185,US President Joe Biden calls Republican agenda 'extreme' | International News | WION,633.0,u president joe biden call republican agenda extreme international
3186,"WION Live: Fight over US Abortion rights rages | Direct from Washington, D.C.",170.0,fight u abortion right rage direct washington c
3187,Europe Day: May 5 or May 9? When is it celebrated? | WION Originals,93.0,europe day may five may celebrated original
3188,Jerusalem: Fresh clashes break out at Al-Aqsa mosque | International News | WION,1767.0,jerusalem fresh clash break al aqsa mosque international
3189,Zelensky-Bennett hold 'fruitful' talk as Israel marks 74th Independence day | World News,333.0,zelensky bennett hold fruitful talk israel mark th independence day
3190,Former Pak PM Imran Khan prepares for 'Freedom Speech' | International News | WION,867.0,former pak pm imran khan prepares freedom speech international
3191,Sri Lanka crisis: Can Rajapaksas survive no-trust vote? | International News | WION,220.0,sri lanka crisis rajapaksas survive no trust vote international
3192,"Iraqis wake up to a thick blanket of dust, 7 dust storms hit Iraq in 1 month | WION Climate Tracker",333.0,iraqi wake thick blanket dust seven dust storm hit iraq one month climate tracker
3193,"America's sham recycling program, report unveils low US plastic recycling rate | Climate Tracker",200.0,america sham recycling program unveils low u plastic recycling rate climate tracker
3194,Ukraine under attack: Russian assault on Azovstal steel plant continues | World News | WION,1900.0,ukraine attack russian assault azovstal steel plant continues
3195,United Kingdom to announce new trade envoy to Tokyo | International News | WION,367.0,united kingdom announce new trade envoy tokyo international
3196,"Europe proposes ban on Russian oil, aims to phase out Russian crude in 6 months | WION",1400.0,europe proposes ban russian oil aim phase russian crude six month
3197,United Kingdom: Boris Johnson casts his vote in local elections | World News | WION,143.0,united kingdom boris johnson cast vote local election
3198,"WION Live Broadcast | UK voters head to polls for local, regional elections | Direct from London",243.0,broadcast uk voter head poll local regional election direct london
3199,Why you must have health insurance in post-pandemic world | WION Originals,87.0,must health insurance post pandemic original
3200,The Philippines elections: Marcos Jr. retains lead according to opinion polls | World News,1533.0,philippine election marcos jr retains lead according opinion poll
3201,"Tornadoes roar across parts of Oklahoma, over 14,000 people left without power | Climate Tracker",190.0,tornado roar across part oklahoma people left without power climate tracker
3202,A Look into Facebook's first Meta store | World Latest News | English News | WION,290.0,look facebook first meta store
3203,Russia-Ukraine war: EU Commission proposes a ban on Russian oil imports | World News | WION,1300.0,russia ukraine war eu commission proposes ban russian oil import
3204,"Israel marks annual memorial day, remembers its fallen soldiers | Latest English News | WION",190.0,israel mark annual memorial day remembers fallen soldier
3205,Northern Ireland Elections: Sinn Fein set for Landmark win? | World Latest News | WION,257.0,northern ireland election sinn fein set landmark win
3206,PTI chief Imran Khan alleges conspiracy against him and associates | World News | WION,277.0,pti chief imran khan alleges conspiracy associate
3207,Ukraine under attack: United States gives real-time information to Kyiv | World News | WION,3067.0,ukraine attack united state give real time information kyiv
3208,UK Local Elections: Will polls spell the end for Tories? | World Latest News | WION,107.0,uk local election poll spell end tory
3209,"Record-breaking rainfall in Valencia, yellow alert issued in surrounding areas | World News | WION",270.0,record breaking rainfall valencia yellow alert issued surrounding area
3210,"Fed raises interest rates by 50-bps, markets welcome interest rate | Business News | World News",203.0,fed raise interest rate bps market welcome interest rate business
3211,"Russian assault on Azovstal continues, at least 200 trapped | International News | WION",433.0,russian assault azovstal continues least two hundred trapped international
3212,Ranjith Siyambalapitiya re-elected as Deputy Speaker of Sri Lankan Parliament | World News | WION,107.0,ranjith siyambalapitiya elected deputy speaker sri lankan parliament
3213,"Wildfires rage in New Mexico, plane used shower water | WION Shorts",333.0,wildfire rage new mexico plane used shower water short
3214,Mali: Russian mercenaries linked to civilian massacres | Latest English News | WION,500.0,mali russian mercenary linked civilian massacre
3215,Sri Lanka parliament began voting to elect a new deputy speaker | Latest English News | WION,143.0,sri lanka parliament began voting elect new deputy speaker
3216,Europe aims to phase out Russian crude in six months | Latest English News Updates | WION,313.0,europe aim phase russian crude six month update
3217,"New Mexico: Plane drops water to douse wildfires, Biden approves disaster declaration | Climate News",170.0,new mexico plane drop water douse wildfire biden approves disaster declaration climate
3218,"UK, Japan to accelerate defense and security ties | Latest English News | WION",467.0,uk japan accelerate defense security tie
3219,Bank of England set to raise bank rate from 1% to 0.75% | Business News | World News | WION,330.0,bank england set raise bank rate business
3220,EBay deepens e-commerce gloom with disappointing forecast | Business News | WION,117.0,ebay deepens e commerce gloom disappointing forecast business
3221,India's central bank RBI hikes interest rate | Business and Economy News | WION,333.0,india central bank rbi hike interest rate business economy
3222,LIC's mega IPO gets an extra day for subscription | Business News | WION,130.0,lic mega ipo get extra day subscription business
3223,Japanese auto major Honda launches first mainstream Hybrid Electric Vehicle | Business News,333.0,japanese auto major honda launch first mainstream hybrid electric vehicle business
3224,"Sri Lanka parliament reconvenes, vote to elect a new deputy speaker today | World News | WION",333.0,sri lanka parliament reconvenes vote elect new deputy speaker today
3225,Actor Amber Heard testifies in defamation case against Johnny Depp | World News | WION,1567.0,actor amber heard testifies defamation case johnny depp
3226,US President Joe Biden brands Trump's followers as extremist groups | World News | WION,1433.0,u president joe biden brand trump follower extremist group
3227,Indian PM Narendra Modi concludes three-nation European tour | World News | WION,900.0,indian pm narendra modi concludes three nation european tour
3228,"'Lost contact with troops,' states Ukraine Mayor as Russian troops targets Azovstal steel plant",4567.0,lost contact troop state ukraine mayor russian troop target azovstal steel plant
3229,Study: Covid can damage functioning of brain | Latest English News | World News | WION,333.0,study covid damage functioning brain
3230,"Ethiopia's worst drought in decades, pushes 20 million people to starvation | WION Climate Tracker",600.0,ethiopia worst drought decade push twenty million people starvation climate tracker
3231,US Vice President Kamala Harris on Supreme Court draft decision on Abortion rights: How dare they!,600.0,u vice president kamala harris supreme court draft decision abortion right dare
3232,Indian PM Modi in Europe: PM Narendra Modi meets French President Emmanuel Macron | English News,1133.0,indian pm modi europe pm narendra modi meet french president emmanuel macron
3233,"Adolf Hitler's ancestry in focus, Russia says Hitler had Jewish roots | World Latest News | WION",1300.0,adolf hitler ancestry focus russia say hitler jewish root
3234,Tensions escalate between Russia and Israel over Lavrov's claim that Hitler was part Jewish | WION,12300.0,tension escalate russia israel lavrov claim hitler part jewish
3235,Gravitas | Japan Soba Noodles: The unlikely victim of Ukraine war,1967.0,japan soba noodle unlikely victim ukraine war
3236,Gravitas: Russia claims Hitler was part-Jewish,4033.0,russia claim hitler part jewish
3237,Gravitas | UK local elections: Conservatives stare at defeat,4800.0,uk local election conservative stare defeat
3238,Gravitas: Russian State TV issues a chilling warning,60000.0,russian state tv issue chilling warning
3239,Gravitas: Macron set to host Modi after re-election,7967.0,macron set host modi election
3240,Gravitas: Will Biden fight for abortion rights in the US?,533.0,biden fight abortion right u
3241,Gravitas: India's Central Bank hikes interest rates,10100.0,india central bank hike interest rate
3242,Gravitas Global Headlines: Russia renews assault on Mariupol plant | Russia bans entry of Japan PM,143.0,global headline russia renews assault mariupol plant russia ban entry japan pm
3243,South Korean & Japanese officials: North Korea fired a suspected ballistic missile off eastern coast,533.0,south korean japanese official north korea fired suspected ballistic missile eastern coast
3244,"PM Modi at Nordic Summit: Indian PM meets leaders of Denmark, Finland, Iceland, Sweden & Norway",240.0,pm modi nordic summit indian pm meet leader denmark finland iceland sweden norway
3245,United Kingdom gets ready for local elections on May 5 | Local polls part referendum on Johnson?,170.0,united kingdom get ready local election may five local poll part referendum johnson
3246,"WION Exclusive: India, Iceland to work together on climate solutions, says PM Katrin Jakobsdottir",1100.0,india iceland work together climate solution say pm katrin jakobsdottir
3247,Gravitas LIVE | End of pandemic-era spending spree? | World economy on edge | How does it affect you,5067.0,end pandemic era spending spree economy edge affect
3248,Indian PM Modi in Europe: PM Narendra Modi to meet Macron to strengthen India-France ties| WION News,1667.0,indian pm modi europe pm narendra modi meet macron strengthen india france tie
3249,US top court confirms authenticity of leaked draft opinion overturning Roe Vs Wade ruling | Abortion,157.0,u top court confirms authenticity leaked draft opinion overturning roe v wade ruling abortion
3250,Increase in interest rates of Australian Central Bank creates pressure on PM Scott Morrison | WION,120.0,increase interest rate australian central bank creates pressure pm scott morrison
3251,US treasury yields slip from 3% level for first time since 2018 | Three major US markets fluctuate,157.0,u treasury yield slip level first time since two thousand eighteen three major u market fluctuate
3252,WION Exclusive: Swedish PM Eva Magdalena Andersson speaks on India-Nordic relations | English News,733.0,swedish pm eva magdalena andersson speaks india nordic relation
3253,The Good Life: Plus size clothing: Is it a marketing sham? Why are 'plus size' clothes ill-fitting?,283.0,good life size clothing marketing sham size clothes ill fitting
3254,"Sri Lanka Crisis: Colombo to replace 'unrealistic' budget, in talks to extend World Bank aid",400.0,sri lanka crisis colombo replace unrealistic budget talk extend bank aid
3255,Future of automobile industry: Beat the high fuel cost with solar panel installed E-Rickshaws | WION,333.0,future automobile industry beat high fuel cost solar panel installed e rickshaw
3256,Indian PM Modi in Europe: Prime Minister Modi to meet with Emmanuel Macron later today| English News,600.0,indian pm modi europe prime minister modi meet emmanuel macron later today
3257,Final leg of Indian PM's Europe tour: PM Modi held talks with Norway on green energy | English News,237.0,final leg indian pm europe tour pm modi held talk norway green energy
3258,Aerial snow mapping in Colorado to check water stored in snow | WION Climate Tracker,130.0,aerial snow mapping colorado check water stored snow climate tracker
3259,Vacuuming carbon from the air could help stop climate change says scientists | WION Climate Tracker,170.0,vacuuming carbon air could help stop climate change say scientist climate tracker
3260,"WION Live: U.S. Political parties navigate fallout from draft leak | Direct from Washington, D.C.",200.0,u political party navigate fallout draft leak direct washington c
3261,"Who was the real Jane Roe in Roe vs Wade case, which changed US abortion law? | WION Originals",333.0,real jane roe roe v wade case changed u abortion law original
3262,Russia steps up attack on Ukraine: Airstrikes target Mariupol steel plant | World English News,1267.0,russia step attack ukraine airstrikes target mariupol steel plant
3263,Big push for India-Norway relations: MEA briefing on India-Nordic Summit 2022 | World English News,290.0,big push india norway relation mea briefing india nordic summit two thousand twenty two
3264,Decoding UFOs: What do we know about ‘flying saucers’? | WION Originals,633.0,decoding ufo know flying saucer original
3265,Indian PM Narendra Modi to participate in second India-Nordic Summit in Denmark today | English News,127.0,indian pm narendra modi participate second india nordic summit denmark today
3266,WION Live Broadcast | PM Modi attends India-Nordic summit in Denmark | Special coverage from Paris,567.0,broadcast pm modi attends india nordic summit denmark special coverage paris
3267,Beijing imposes stringent curbs amid rapid rise in COVID-19 cases | World English News | WION,280.0,beijing imposes stringent curb amid rapid rise covid case
3268,Exclusive: Norway Prime Minister Jonas Gahr Store speaks to WION after meeting with PM Modi,333.0,norway prime minister jonas gahr store speaks meeting pm modi
3269,Sri Lanka Prime Minister: Will step down if President asks me to | World Latest English News | WION,933.0,sri lanka prime minister step president asks
3270,2nd India-Nordic summit: Indian PM Narendra Modi holds bilateral with Nordic five | WION,237.0,nd india nordic summit indian pm narendra modi hold bilateral nordic five
3271,Watch: The ordeal of a couple living off rations in the besieged port city of Mariupol,153.0,watch ordeal couple living ration besieged port city mariupol
3272,UK Local Election: Survey predicts heaviest losses for Tories in years | Johnson faces mid-term test,333.0,uk local election survey predicts heaviest loss tory year johnson face mid term test
3273,Russia-Ukraine crisis: EU presents sixth package of sanctions against Moscow | World News,600.0,russia ukraine crisis eu present sixth package sanction moscow
3274,Al-Shabaab claims deadly attack on AU base in Somalia | Latest English News | WION,433.0,al shabaab claim deadly attack au base somalia
3275,Russia-Ukraine crisis: EU chief unveils new set of sanctions | Latest English News | WION,933.0,russia ukraine crisis eu chief unveils new set sanction
3276,Sri Lanka crisis: Opposition gears up for no-confidence motion against PM Mahinda Rajapaksa,257.0,sri lanka crisis opposition gear no confidence motion pm mahinda rajapaksa
3277,PM Modi's Europe trip: Bilateral trade between India and Nordic five is $13 billion | World News,287.0,pm modi europe trip bilateral trade india nordic five billion
3278,End of free Twitter? Tesla CEO Elon Musk suggests raft of changes to Twitter | World News | WION,1100.0,end free twitter tesla ceo elon musk suggests raft change twitter
3279,Sri Lanka opposition seeks no-confidence vote on Rajapaksa brothers | International News | WION,267.0,sri lanka opposition seek no confidence vote rajapaksa brother international
3280,Week 10 of Russian invasion: Sexual violence reported against men and women in Ukraine | WION,767.0,week ten russian invasion sexual violence reported men woman ukraine
3281,Ukraine Invasion: Putin threatens to ban exports in retaliatory sanctions | World News | WION,7533.0,ukraine invasion putin threatens ban export retaliatory sanction
3282,UK Local Election: Scandal-hit Boris Johnson faces major test | Latest World news | WION,173.0,uk local election scandal hit boris johnson face major test
3283,"LinkedIn settles gender-bias complaint, will pay $1.8 million to women workers | World News | WION",120.0,linkedin settle gender bias complaint pay million woman worker
3284,"Indian PM Narendra Modi to attend India-Nordic summit, visit France today | Latest English News",367.0,indian pm narendra modi attend india nordic summit visit france today
3285,Starbucks misses sales estimates due to China's covid-19 curbs | Business News | WION,93.0,starbucks miss sale estimate due china covid curb business
3286,United States CDC: Mask mandate should be back amid Covid-19 surge | World News | WION,283.0,united state cdc mask mandate back amid covid surge
3287,Covid-driven boom in private jets flying high | Business News | Latest English News | WION,170.0,covid driven boom private jet flying high business
3288,Australia's first rate hike in 11 years | Business News | Latest English News | WION,130.0,australia first rate hike eleven year business
3289,"Shortages in North Korea's isolated economy, global problems may exacerbate | Business News | WION",667.0,shortage north korea isolated economy global problem may exacerbate business
3290,Sri Lanka: Opposition readies to table no-confidence motion | Latest English News | WION,533.0,sri lanka opposition ready table no confidence motion
3291,"Leaked Supreme Court draft on jolts United States, NYC rallies in defence of abortion rights | WION",140.0,leaked supreme court draft jolt united state nyc rally defence abortion right
3292,"Russia-Ukraine crisis: Heavy fighting around Azovstal steel plant, 200 civilians still inside | WION",2467.0,russia ukraine crisis heavy fighting around azovstal steel plant two hundred civilian still inside
3293,"US President Joe Biden urges to protect abortion rights, probe ordered into document leak | WION",633.0,u president joe biden urge protect abortion right probe ordered document leak
3294,"India-Nordic summit: Indian PM Narendra Modi to meet leaders from Sweden, Finland, Iceland & Norway",1133.0,india nordic summit indian pm narendra modi meet leader sweden finland iceland norway
3295,"PM Modi in Europe: Indian PM addresses Indian diaspora in Copenhagen, Denmark | WION Live News",1500.0,pm modi europe indian pm address indian diaspora copenhagen denmark
3296,Australia: Climate change causes insurability crisis | Latest English News | WION Climate Tracker,333.0,australia climate change cause insurability crisis climate tracker
3297,"Hope India will 'influence' Russia, says Danish PM Mette Frederiksen during PM Modi's visit | WION",400.0,hope india influence russia say danish pm mette frederiksen pm modi visit
3298,"Halt the supply of weapons to Ukraine, says Russian President Putin | World News | WION",8200.0,halt supply weapon ukraine say russian president putin
3299,Is there intelligent life out there? | Study on probability of intelligent life in universe | Aliens,900.0,intelligent life study probability intelligent life universe alien
3300,"WION Exclusive: Bennett, Lapid united on Russia-Ukraine war, says Jeremy Saltan | WION English News",290.0,bennett lapid united russia ukraine war say jeremy saltan
3301,Gravitas: Challenges facing journalists today,900.0,challenge facing journalist today
3302,"Gravitas | Met Gala 2022: The history, the hits and the misses",2233.0,met gala history hit miss
3303,Gravitas: Nawaz Sharif to return to Pakistan?,1400.0,nawaz sharif return pakistan
3304,Gravitas: Will Scott Morrison retain power?,2100.0,scott morrison retain power
3305,Gravitas: Mahinda Rajapaksa to step down?,2900.0,mahinda rajapaksa step
3306,Gravitas: Shanghai man mistakenly declared dead,2733.0,shanghai man mistakenly declared dead
3307,Gravitas | Denmark to India: Use your influence to stop war in Ukraine,8733.0,denmark india use influence stop war ukraine
3308,"Gravitas: US top court is set to overturn abortion rights, reveals leaked document",3667.0,u top court set overturn abortion right reveals leaked document
3309,Gravitas Global Headlines: Hong Kong economy shrinks for first time in a year | France bird flu,100.0,global headline hong kong economy shrink first time year france bird flu
3310,PM Modi Europe Visit: Indian PM and Danish PM sign four mutual agreements | WION,127.0,pm modi europe visit indian pm danish pm sign four mutual agreement
3311,Sri Lanka Crisis & Chaos: SLPP agrees to National Consensus Government? | WION,233.0,sri lanka crisis chaos slpp agrees national consensus government
3312,PM Modi Europe Visit: Indian PM Narendra Modi lauds India-Denmark green strategic partnership | WION,333.0,pm modi europe visit indian pm narendra modi lauds india denmark green strategic partnership
3313,Gravitas LIVE with Palki Sharma | America Vs Human rights | Will top court quash abortion rights?,5667.0,america v human right top court quash abortion right
3314,PM Modi Europe Visit: Indian PM holds talks with Danish PM Mette Frederiksen| Denmark | English News,197.0,pm modi europe visit indian pm hold talk danish pm mette frederiksen denmark
3315,US: Draft leak suggests court to overturn abortion rights | Draft slams 1973 Roe Vs Wade decision,150.0,u draft leak suggests court overturn abortion right draft slam one thousand nine hundred seventy three roe v wade decision
3316,Guinea military leader proposes plan to move to civilian rule in three years | Latest English News,800.0,guinea military leader proposes plan move civilian rule three year
3317,Russia-Ukraine Crisis: Moscow resumes strikes on Mariupol steel plant | Azovstal steel plant | WION,6400.0,russia ukraine crisis moscow resume strike mariupol steel plant azovstal steel plant
3318,Netflix stops work on Meghan Markle's animated series 'Pearl' | Streaming giant makes cost cuts,333.0,netflix stop work meghan markle animated series pearl giant make cost cut
3319,"Jack Ma keeps low profile post Tech Crackdown, Alibaba's shares fall 9% in Hong Kong | WION",1300.0,jack keep low profile post tech crackdown alibaba share fall hong kong
3320,Ukrainian girl undergoes heart surgery in Israel | Doctors: Procedure unavailable in Ukraine | WION,113.0,ukrainian girl undergoes heart surgery israel doctor procedure unavailable ukraine
3321,Azovstal safe passage: What led to Ukrainians' evacuation from Mariupol's last redoubt,433.0,azovstal safe passage led ukrainian evacuation mariupol last redoubt
3322,"US Supreme Court set to overturn Roe v Wade abortion rights decision, says report | English News",333.0,u supreme court set overturn roe v wade abortion right decision say
3323,How infant formula makers are saturating mothers' social media with ads | WION Originals,143.0,infant formula maker saturating mother social medium ad original
3324,Augmented reality exhibit in New York shows impact of climate change | WION Climate Tracker,117.0,augmented reality exhibit new york show impact climate change climate tracker
3325,PM Modi Europe Visit: Danish and Indian PM condemn killings in Ukraine | Latest English News | WION,700.0,pm modi europe visit danish indian pm condemn killing ukraine
3326,"WION Live Broadcast | Will America outlaw abortion? | Direct from Washington, DC | English News",177.0,broadcast america outlaw abortion direct washington dc
3327,Central US faces severe storms and tornadoes| Eyewitnesses record destruction| WION Climate Tracker,273.0,central u face severe storm tornado eyewitness record destruction climate tracker
3328,"Brazil's little Ukraine welcomes refugees, churches receives at least 8 families | WION",137.0,brazil little ukraine welcome refugee church receives least eight family
3329,"Raging wildfire prompt evacuations in New Mexico, local Police enforce roadblocks | English News",157.0,raging wildfire prompt evacuation new mexico local police enforce roadblock
3330,PM Modi Europe Visit: India's PM Modi held bilateral engagement in Danish PM's residence | WION News,400.0,pm modi europe visit india pm modi held bilateral engagement danish pm residence
3331,"Sri Lanka Crisis & Chaos: Rajapaksas, SLPP decide to form interim govt | Latest English News | WION",1200.0,sri lanka crisis chaos rajapaksas slpp decide form interim govt
3332,"'We have to get rid of the bots and trolls,' Elon Musk referring to Twitter at Met Gala Red Carpet",273.0,get rid bot troll elon musk referring twitter met gala red carpet
3333,Pak Government may quash Nawaz Sharif's conviction charges in corruption cases | WION,147.0,pak government may quash nawaz sharif conviction charge corruption case
3334,PM Modi Europe Visit: Indian PM Modi meets his Danish counterpart Mette Frederiksen | English News,367.0,pm modi europe visit indian pm modi meet danish counterpart mette frederiksen
3335,WION Live Broadcast | India's PM Modi in Denmark | PM Modi Europe visit | English News,633.0,broadcast india pm modi denmark pm modi europe visit
3336,Israel demands apology for Russian FM claims Hitler had Jewish blood | Sergei Lavrov | English News,1800.0,israel demand apology russian fm claim hitler jewish blood sergei lavrov
3337,Survey: Tories 'set to lose 550 seats' in UK local elections | Scandal hit Johnson faces major test,533.0,survey tory set lose five hundred fifty seat uk local election scandal hit johnson face major test
3338,Why are car prices on the rise in India? | WION Originals,130.0,car price rise india original
3339,EU prepares next Russia sanctions including German-backed oil ban | Latest English News | WION,433.0,eu prepares next russia sanction including german backed oil ban
3340,"PM Modi Europe Visit: Indian PM Modi arrives in Denmark, will hold talks with Danish counterpart",1233.0,pm modi europe visit indian pm modi arrives denmark hold talk danish counterpart
3341,"Reports: Russian President Putin to undergo cancer treatment, handover power to ex-spy chief | WION",6667.0,russian president putin undergo cancer treatment handover power ex spy chief
3342,This Thailand competition allows people to fire explosive-filled rockets | WION Edge,567.0,thailand competition allows people fire explosive filled rocket edge
3343,PM Modi in Europe: Indian PM to meet Queen Margrethe II of Denmark | India-Europe ties in focus,220.0,pm modi europe indian pm meet queen margrethe ii denmark india europe tie focus
3344,"US top court set to overturn law legalizing abortion, leaked draft opinion shows | English News",257.0,u top court set overturn law legalizing abortion leaked draft opinion show
3345,NY Post report: Putin to temporarily handover power to loyalist to undergo cancer treatment | WION,14100.0,ny post putin temporarily handover power loyalist undergo cancer treatment
3346,PM Modi's three-nation Europe tour: Indian PM to arrive in Denmark's capital later today | WION,333.0,pm modi three nation europe tour indian pm arrive denmark capital later today
3347,"US: Russia plans to annex Ukraine's Donetsk, Luhansk | Russia-Ukraine Conflict | World English News",3133.0,u russia plan annex ukraine donetsk luhansk russia ukraine conflict
3348,Government compensates for farmers' loss as France faces its worst bird flu outbreak | WION,320.0,government compensates farmer loss france face worst bird flu outbreak
3349,United States: Draft opinion on abortion leaked | Latest English News | World News | WION,267.0,united state draft opinion abortion leaked
3350,Indian PM's three-nation Europe tour: PM Modi to meet his Danish counterpart | World English News,257.0,indian pm three nation europe tour pm modi meet danish counterpart
3351,"Indian PM Narendra Modi on a three-nation Europe tour, will visit Copenhagen today | World News",240.0,indian pm narendra modi three nation europe tour visit copenhagen today
3352,West Africa: Mali breaks defence accords with France | International News | English News | WION,2933.0,west africa mali break defence accord france international
