,News_Heading,Duration,Views,Upload_Datetime,Days_from_upload,Clean_views,Views_per_day
476,Gravitas: China starts demolishing Tibetan structures,5:07,743K,5 months ago,150,743000.0,4953.0
477,Gravitas: Why Wang Yi came to India,5:42,742K,2 months ago,60,742000.0,12367.0
478,Gravitas: Has the Wuhan Virus Weakened?,8:05,742K,5 months ago,150,742000.0,4947.0
479,Gravitas: Greta Thunberg: Activist Or Imposter?,6:12,741K,2 years ago,720,741000.0,1029.0
480,Gravitas: Food crisis in Sri Lanka as Chinese debt mounts,3:28,740K,9 months ago,270,740000.0,2741.0
481,"Gravitas: Why did the Wuhan Lab take a database of ""22,000 virus samples"" offline?",7:34,738K,1 year ago,360,738000.0,2050.0
482,Gravitas: Chinese embassy in meltdown over WION report,4:09,737K,6 months ago,180,737000.0,4094.0
483,Russia looks to override sanctions imposed by the West amid the ongoing Russian invasion of Ukraine,8:28,736K,3 months ago,90,736000.0,8178.0
484,Gravitas: Ukrainian activist rips into NATO leadership,4:49,734K,3 months ago,90,734000.0,8156.0
485,Finnish President calls Russian President Putin as tensions escalate over Finland's NATO bid | WION,2:39,731K,1 month ago,30,731000.0,24367.0
486,Gravitas: Wuhan Coronavirus: New Demands to Make China Pay,4:10,730K,2 years ago,720,730000.0,1014.0
487,WION Global Summit: Decoding China | The great wall of debt & Economic distancing | Session one,42:11,730K,1 year ago,360,730000.0,2028.0
488,Gravitas Plus: The business of body positivity,7:37,730K,1 year ago,360,730000.0,2028.0
489,Gravitas: Nuclear War Threat: People rush to buy 'Potassium Iodide',3:42,725K,3 months ago,90,725000.0,8056.0
490,"Gravitas | Ukraine, Russia crisis: Putin, Xi send joint message to NATO",4:37,723K,4 months ago,120,723000.0,6025.0
491,Gravitas: Why Russia suspended the delivery of S-400 to China,4:13,719K,1 year ago,360,719000.0,1997.0
492,Hungary: Ready to pay for gas in rubles | Energy Crisis in Europe worsens | WION,2:15,715K,2 months ago,60,715000.0,11917.0
493,Gravitas: Saudi Arabia makes Pakistan repay $1 Billion,6:20,714K,1 year ago,360,714000.0,1983.0
494,Gravitas Plus | Central Asia: New Global Turf War,8:37,710K,5 months ago,150,710000.0,4733.0
495,Gravitas | Hong Kong: Shipping containers hired to store dead bodies,3:57,709K,3 months ago,90,709000.0,7878.0
496,Gravitas: Did Putin survive an assassination attempt?,3:29,709K,3 weeks ago,21,709000.0,33762.0
497,Sweden Riots | Hundreds protest against anti-Islamic activities | World News | WION News,1:36,706K,1 year ago,360,706000.0,1961.0
498,Gravitas: When will this pandemic end? Here are some possible dates,3:57,706K,2 years ago,720,706000.0,981.0
499,"Gravitas: Xi Jinping finds a face-saver, agrees to Covid probe",6:48,705K,2 years ago,720,705000.0,979.0
500,Gravitas: The moment Chinese Boeing nosedived,4:13,704K,3 months ago,90,704000.0,7822.0
501,Russians and Ukrainian delegation hold talks in Belarus | World News | International Headlines,5:15,702K,3 months ago,90,702000.0,7800.0
502,Gravitas: US commission seeks sanctions on India,4:35,701K,1 month ago,30,701000.0,23367.0
503,US says Russia is recruiting Syrian fighters to fight in Ukraine | Russia-Ukraine Conflict | WION,2:25,699K,3 months ago,90,699000.0,7767.0
504,25 Chinese warplanes enter Taiwan defence zone | Taiwan airspace | Latest World English News | WIION,2:00,698K,1 year ago,360,698000.0,1939.0
505,Gravitas: Brazil's President calls Covid-19 'biological warfare',4:24,698K,1 year ago,360,698000.0,1939.0
506,Russia-Ukraine Conflict: 3 civilian areas of Kyiv report massive missile strikes | English News,10:16,698K,3 months ago,90,698000.0,7756.0
507,Gravitas: US hid a 2019 war crime in Syria that killed civilians,7:37,697K,7 months ago,210,697000.0,3319.0
508,Gravitas: Zelensky lashes out at NATO over no-fly zone,8:31,697K,3 months ago,90,697000.0,7744.0
509,LIVE: FM Nirmala Sitharaman presents Union Budget 2021 | Indian Budget 2021 | Business News,2:16:16,697K,Streamed 1 year ago,360,697000.0,1936.0
510,Reports: China planning to re-write the holy books Bible & Quran,3:15,697K,2 years ago,720,697000.0,968.0
511,"""Don't want to beg for NATO membership"", says Ukrainian President Volodymyr Zelensky | World News",7:14,696K,3 months ago,90,696000.0,7733.0
512,US looks into Pak's use for F-16 jets against India,1:53,696K,3 years ago,1080,696000.0,644.0
513,Gravitas: Boris Johnson goes 'vroom vroom brah brah',5:47,694K,6 months ago,180,694000.0,3856.0
514,Gravitas: China's new debt trap: Karachi port,5:20,693K,8 months ago,240,693000.0,2888.0
515,"CDS Gen Bipin Rawat onboard chopper crashes; five bodies recovered, three injured rescued | Breaking",34:20,693K,6 months ago,180,693000.0,3850.0
516,Gravitas: Why pilots flying to America are afraid of 5G?,6:54,692K,5 months ago,150,692000.0,4613.0
517,Gravitas: Mercenaries sent to assassinate Zelensky,5:45,689K,3 months ago,90,689000.0,7656.0
518,Russia-Ukraine Conflict: Russian forces inch closer to Kyiv | Zelensky says 'left to fight alone',13:26,689K,3 months ago,90,689000.0,7656.0
519,"Russia releases footage of Novotroitske village , 'Z' painted on military convoy vehicles | WION",5:42,687K,3 months ago,90,687000.0,7633.0
520,Putin breaks his silence on the food crisis: Blames the West for the ongoing global food crisis,5:35,687K,2 weeks ago,14,687000.0,49071.0
521,Sergei Lavrov India Visit: Russian foreign minister Sergei Lavrov meets Indian EAM S Jaishankar,9:36,687K,2 months ago,60,687000.0,11450.0
522,Gravitas LIVE | Russia turning Ukraine into Europe's Syria?| Will Mercenaries assassinate Zelensky?,49:21,687K,Streamed 3 months ago,90,687000.0,7633.0
523,"Gravitas LIVE | Xi Jinping ordered a genocide | Leaked ""secret"" files expose China | Palki Sharma",48:49,686K,Streamed 6 months ago,180,686000.0,3811.0
524,Spain returns faulty test kits to China | Spain Coronavirus News | World news,6:34,685K,2 years ago,720,685000.0,951.0
525,COVID-19: Chinese scientists created the virus; study,3:03,685K,1 year ago,360,685000.0,1903.0
526,Gravitas: New Wuhan virus variant found in India,2:16,684K,1 year ago,360,684000.0,1900.0
527,Gravitas: China threatens 3 more countries | WION,6:57,684K,1 year ago,360,684000.0,1900.0
528,"Gravitas: China deploys ""thousands of troops"" close to India border",7:22,684K,11 months ago,330,684000.0,2073.0
529,Russia-Ukraine Conflict: Russian troops enter Ukraine’s Kharkiv city | Latest English News | WION,5:57,683K,3 months ago,90,683000.0,7589.0
530,Gravitas: China locks down 50 million people,6:25,683K,3 months ago,90,683000.0,7589.0
531,Heavy bombing in Kyiv: Ukraine neutralises 2 Russian missiles amid invasion | World English News,4:56,682K,3 months ago,90,682000.0,7578.0
532,Gravitas Plus: India sets an example with Vaccine Maitri,9:38,682K,1 year ago,360,682000.0,1894.0
533,"From repairing cars to converting Russian guns, this Kyiv shop is helping Ukrainians | Wion Edge",2:19,681K,3 months ago,90,681000.0,7567.0
534,NATO beefs up Eastern flank defence as French troop arrives in Romania amid Russian invasion | WION,3:02,680K,3 months ago,90,680000.0,7556.0
535,Gravitas: Germany | Next in China's trap?,6:04,679K,1 year ago,360,679000.0,1886.0
536,Gravitas Ukraine Direct: Are Indians in Ukraine safe? WION interviews Indian Students,6:42,678K,4 months ago,120,678000.0,5650.0
537,"Gravitas: Pakistan can run out of cash in ""less than 2 months""",6:25,678K,3 weeks ago,21,678000.0,32286.0
538,Gravitas: Perfectly preserved baby dinosaur discovered,4:20,677K,6 months ago,180,677000.0,3761.0
539,Gravitas LIVE with Palki Sharma | Day 19 of Ukraine War | Russia-Ukraine conflict continues | WION,50:50,676K,Streamed 3 months ago,90,676000.0,7511.0
540,Gravitas: Taliban executes 22 Afghan Commandos,5:08,676K,11 months ago,330,676000.0,2048.0
541,Gravitas: An Exodus is underway in North Korea,3:21,676K,1 year ago,360,676000.0,1878.0
542,Outcry after Pak Foreign Minister Qureshi 'insults' Saudi envoy,1:05,675K,5 months ago,150,675000.0,4500.0
543,Russian president Vladimir Putin ready for negotiations with Kyiv | Latest English News | WION,10:51,674K,3 months ago,90,674000.0,7489.0
544,US deploys missile system in Poland to secure against potential threats in the area | English News,2:40,674K,3 months ago,90,674000.0,7489.0
545,Gravitas: Joe Biden's mission to tame oil prices,6:46,671K,3 months ago,90,671000.0,7456.0
546,"Donald Trump accuses WHO of bias toward China, threatens to halt funding",2:27,670K,2 years ago,720,670000.0,931.0
547,NATO: Significant movement of Russian military forces | Ukraine Conflict | World News | English News,9:54,670K,4 months ago,120,670000.0,5583.0
548,Gravitas: Does Vladimir Putin have Parkinson's?,3:45,669K,1 year ago,360,669000.0,1858.0
549,Afghanistan: Show of might by the Taliban forces in Kabul | WION | World News | Latest English News,2:25,668K,7 months ago,210,668000.0,3181.0
550,Gravitas: Imran Khan breaks a world record on Twitter,6:22,667K,2 months ago,60,667000.0,11117.0
551,Gravitas: Shoes with human blood in their sole,2:53,667K,1 year ago,360,667000.0,1853.0
552,Gravitas: Sweden's first woman Prime Minister quits 7 hours after taking office,4:23,667K,6 months ago,180,667000.0,3706.0
553,"Gravitas: India, U.S. 2+2 dialogues",7:17,666K,2 months ago,60,666000.0,11100.0
554,"Gravitas: Republicans & Democrats unite, pass law to 'punish china'",5:02,665K,6 months ago,180,665000.0,3694.0
555,Gravitas Plus: A crisis that shook India,10:00,664K,1 year ago,360,664000.0,1844.0
556,"Gravitas LIVE with Palki Sharma | Chinese troops ""practice"" how to invade Taiwan | English News",48:13,666K,Streamed 1 month ago,30,666000.0,22200.0
557,Gravitas: Indonesia bans export of palm oil,4:55,663K,1 month ago,30,663000.0,22100.0
558,Gravitas: Hamas warns Israel over killings of Palestinians,5:27,660K,2 months ago,60,660000.0,11000.0
559,Sri Lanka's growing economic crisis; no exam papers and shuttered embassies | World English News,8:52,660K,3 months ago,90,660000.0,7333.0
560,Putin warns the West against imposing a no-fly zone over Ukraine amid Russian invasion | WION,3:05,660K,3 months ago,90,660000.0,7333.0
561,"Tajikistan does not allow Ashraf Ghani's flight to land, Ghani leaves for Oman",3:40,659K,10 months ago,300,659000.0,2197.0
562,'Very dangerous situation' between India and Pakistan: Trump on Pulwama attack,2:22,659K,3 years ago,1080,659000.0,610.0
563,Gravitas: Coronavirus: 1000 companies to move from China to India?,4:21,659K,2 years ago,720,659000.0,915.0
564,Russia-Ukraine Conflict: NATO deploys rapid response force | Russia News | WION,9:33,658K,3 months ago,90,658000.0,7311.0
565,Gravitas: U.S. Orders Foreign Students To Leave,4:23,658K,1 year ago,360,658000.0,1828.0
566,Trump's threat to India: Why the US President can't dictate terms? | Gravitas,7:08,658K,2 years ago,720,658000.0,914.0
567,"Gravitas: Chinese beat up Pakistanis, Saudi shuts oil tap",7:21,655K,1 year ago,360,655000.0,1819.0
568,Reports: President Ashraf Ghani leaves Afghanistan as Taliban take control| Kabul | WION World News,18:32,655K,10 months ago,300,655000.0,2183.0
569,Gravitas LIVE with Palki Sharma | China launches a war to take Taiwan | China's Gray Zone Warfare,48:29,655K,7 months ago,210,655000.0,3119.0
570,Gravitas: Xi Jinping ordered the Genocide against Uighurs,7:37,655K,6 months ago,180,655000.0,3639.0
571,Gravitas: EU choses India over China for free trade,3:51,653K,1 year ago,360,653000.0,1814.0
572,Russia's Nuclear deterrence forces on high alert amid the ongoing invasion of Ukraine | English News,18:02,651K,3 months ago,90,651000.0,7233.0
573,Gravitas: Why Europe's Energy supplies depend on Russia,4:01,650K,3 months ago,90,650000.0,7222.0
574,Top Ukrainian official: Kyiv effectively 'under seige' | Latest World English News | WION,7:29,649K,3 months ago,90,649000.0,7211.0
575,Gravitas: Wuhan raises its death toll by 50% | Coronavirus Outbreak,4:38,649K,2 years ago,720,649000.0,901.0
576,Gravitas: Will Rich Countries extend the Pandemic?,8:09,649K,5 months ago,150,649000.0,4327.0
577,Gravitas: Samoa's new leader cancels China-backed port,4:12,648K,1 year ago,360,648000.0,1800.0
578,Gravitas: Shocking behaviour by British Police,4:47,646K,1 year ago,360,646000.0,1794.0
579,"France, Germany evaded arms embargo? Weapons sent to Russia despite an embargo on arms shipment",2:44,645K,2 months ago,60,645000.0,10750.0
580,"Israel-Palestinian Conflict: Gaza death toll rises to 83, 7 Israelis killed in attacks| Hamas | WION",2:53,644K,1 year ago,360,644000.0,1789.0
581,Gravitas Plus: The Metaverse Explained,8:46,644K,5 months ago,150,644000.0,4293.0
582,Gravitas: The pandemic is far from over,4:37,642K,1 year ago,360,642000.0,1783.0
583,US President Biden rushed to a safe house in Delaware after an unauthorised plane breaches air space,2:32,642K,2 weeks ago,14,642000.0,45857.0
584,Gravitas: Nature unleashes healing touch in India | Coronavirus Lockdown,3:48,642K,2 years ago,720,642000.0,892.0
585,Gravitas: Xi vs Li: China's power grab begins?,4:51,641K,2 years ago,720,641000.0,890.0
586,Gravitas: This Entrepreneur made billions from an invention that didn't exist,4:04,639K,5 months ago,150,639000.0,4260.0
587,Taliban take control over majority of areas in Afghanistan including Kabul | Latest News Updates,7:18,638K,10 months ago,300,638000.0,2127.0
588,Gravitas: Global Anti-china sentiment after Galwan provocation,4:22,637K,2 years ago,720,637000.0,885.0
589,"Capital Kyiv turns fortress, families flee as Russian troops advance amid invasion of Ukraine",2:46,637K,3 months ago,90,637000.0,7078.0
590,Gravitas: The Islamic State has China on its hit list,5:12,637K,8 months ago,240,637000.0,2654.0
591,Gravitas: China is now the richest country in the world. Can it stay rich?,4:30,637K,7 months ago,210,637000.0,3033.0
592,Tensions spike in the Korean peninsula after North Korea fires multiple rocket launchers | WION,1:39,635K,3 months ago,90,635000.0,7056.0
593,Zelensky urges people to continue resistance as Russia builds military columns near Kyiv | WION,8:57,635K,3 months ago,90,635000.0,7056.0
594,"Gravitas LIVE with Palki | YouTube backs down, unblocks WION | Big win for WION's balanced reportage",43:29,634K,Streamed 2 months ago,60,634000.0,10567.0
595,"Positive effect of global lockdown, Earth's Ozone layer is healing itself | Global Lockdown",1:29,633K,2 years ago,720,633000.0,879.0
596,Gravitas: Riots in Sweden: Over 40 arrested,3:37,633K,2 months ago,60,633000.0,10550.0
597,Gravitas: China floods: 38 million people affected,4:16,632K,1 year ago,360,632000.0,1756.0
598,Gravitas: India repeals 3 major farm reforms,5:36,632K,7 months ago,210,632000.0,3010.0
599,Gravitas Plus: Is Joe Biden good for India?,9:12,632K,1 year ago,360,632000.0,1756.0
600,Taliban say hundreds of fighters headed to holdout Panjshir Valley| Afghanistan | English World News,2:46,632K,10 months ago,300,632000.0,2107.0
601,"In a bid to avoid accidental clashes near Ukraine, the US mulls hotline with Russian forces | WION",1:46,632K,3 months ago,90,632000.0,7022.0
602,Gravitas LIVE with Palki | China’s biggest Wuhan virus outbreak | Day 22 of Ukraine war | WION,45:25,631K,Streamed 3 months ago,90,631000.0,7011.0
603,Gravitas: Pakistan descends into civil war,5:55,632K,3 weeks ago,21,632000.0,30095.0
604,Armed Taliban fighters marched in the city of Qalat | Afghanistan | Latest World English News | WION,11:08,631K,10 months ago,300,631000.0,2103.0
605,Gravitas: Putin says sorry. Here's why,3:37,631K,1 month ago,30,631000.0,21033.0
606,Gravitas Plus: Is India truly free of the British?,7:33,631K,1 year ago,360,631000.0,1753.0
607,Govt in Afghanistan collapses after Taliban takes control of Kabul | Afghanistan News | Ashraf Ghani,2:44,631K,10 months ago,300,631000.0,2103.0
608,US removes its missile systems out of Saudi Arabia | Latest English News Updates | WION,5:49,631K,9 months ago,270,631000.0,2337.0
609,"Gravitas: Taliban wants girls above 15 to be ""gifted to fighters as wives""",5:52,631K,11 months ago,330,631000.0,1912.0
610,Day 7 of the Russian invasion of Ukraine: Russia steps up military offensive | World English News,12:47,630K,3 months ago,90,630000.0,7000.0
611,US puts new sanctions on China for harassing ethnic minorities | Travel bans over repressive acts,1:55,630K,3 months ago,90,630000.0,7000.0
612,Gravitas: Why India should stop seeking validation from the West,9:54,628K,2 years ago,720,628000.0,872.0
613,"Report by a think tank exposes West: US, EU import oil from Russia despite attack on Ukraine | WION",10:43,628K,1 month ago,30,628000.0,20933.0
614,India exercise Right to Reply at UN General Assembly | WION USA Direct | WION News,2:59,628K,8 months ago,240,628000.0,2617.0
615,Gravitas: India's development diplomacy exposes China's debt trap,6:08,624K,11 months ago,330,624000.0,1891.0
616,Gravitas: Global covid cases are rising again,4:00,624K,3 months ago,90,624000.0,6933.0
617,Gravitas: Amrullah Saleh: The face of anti-Taliban resistance,4:09,624K,10 months ago,300,624000.0,2080.0
618,Gravitas: 'Strange' radio waves detected from the heart of the Milky Way,3:11,623K,8 months ago,240,623000.0,2596.0
619,Twitter bans prominent US vaccine scientists' account over alleged misinformation | WION |World News,3:30,622K,5 months ago,150,622000.0,4147.0
620,"Russian currency Rouble rebounds, no longer 'in rubble' | World News | WION",2:07,621K,2 months ago,60,621000.0,10350.0
621,Gravitas: Norovirus outbreak in UK amid Wuhan virus resurgence,4:24,621K,11 months ago,330,621000.0,1882.0
622,Blue helmets in Congo: Indian forces winning hearts,24:03,620K,4 years ago,1440,620000.0,431.0
623,WION Live Broadcast | Taliban takes responsibility for killing of Afghan comic | Afghanistan news,4:03,619K,10 months ago,300,619000.0,2063.0
624,"Ties between Washington & Beijing getting strained, American firms in China looking to exit?",2:44,618K,2 years ago,720,618000.0,858.0
625,Bolstering Ukraine's defence amid Russian attack: Australia to provide 'lethal aid' to Ukraine,2:53,618K,3 months ago,90,618000.0,6867.0
626,Gravitas: The Philippines to buy India’s BrahMos missile,5:25,618K,5 months ago,150,618000.0,4120.0
627,"Gravitas: Ukraine ""deeply dissatisfied"" with India's reaction",4:53,618K,3 months ago,90,618000.0,6867.0
628,Gravitas: Wuhan Coronavirus: China tries to whitewash the facts,4:03,617K,2 years ago,720,617000.0,857.0
629,Gravitas: The Russia-Ukraine conflict explained,5:00,616K,1 year ago,360,616000.0,1711.0
630,Gravitas: Russia claims US running bio-labs in Ukraine,5:57,616K,3 months ago,90,616000.0,6844.0
631,Gravitas: These American weapons are now in Taliban's hands,3:39,615K,10 months ago,300,615000.0,2050.0
632,"Gravitas: Air India sold to Tata Group for 18,000 crore",7:25,615K,8 months ago,240,615000.0,2562.0
633,Gravitas: India hits back at US after religious freedoms report,6:45,613K,2 weeks ago,14,613000.0,43786.0
634,Russia sanctions US president Joe Biden | Latest World English News | WION,1:22,612K,3 months ago,90,612000.0,6800.0
635,Gravitas: Chinese official disowns U.S. military lab coronavirus conspiracy,4:34,611K,2 years ago,720,611000.0,849.0
636,Gravitas: Kim Jong Un's weight loss sparks speculations,5:37,611K,1 year ago,360,611000.0,1697.0
637,Exclusive: Florida law firm sues China over coronavirus outbreak | Gravitas,7:47,611K,2 years ago,720,611000.0,849.0
638,Gravitas Plus | Killing for Money: The business of Private Armies,8:59,611K,5 months ago,150,611000.0,4073.0
639,Gravitas: Nepotism debate reignites in Bollywood,3:06,610K,2 years ago,720,610000.0,847.0
640,Gravitas LIVE | China's $300 billion time bomb | Will China export a global financial crisis?,48:29,609K,9 months ago,270,609000.0,2256.0
641,Gravitas: Has the post-American era arrived?,5:39,609K,1 year ago,360,609000.0,1692.0
642,Reports: Taliban push deep into Panjshir | Afghanistan | Latest World English News | WION News,3:04,609K,9 months ago,270,609000.0,2256.0
643,Gravitas: China warns of an 'unknown virus',2:54,608K,1 year ago,360,608000.0,1689.0
644,Gravitas Plus: Gun terror in America,9:56,607K,3 weeks ago,21,607000.0,28905.0
645,"Gravitas: After the death of 9 Citizens, China halts Belt & Road project",3:48,607K,11 months ago,330,607000.0,1839.0
646,Gravitas: 5 Videos of lockdown horror from China,5:12,607K,5 months ago,150,607000.0,4047.0
647,Gravitas: Pakistan has a new Prime Minister,11:14,607K,2 months ago,60,607000.0,10117.0
648,Gravitas: India slams Bilawal Bhutto for raising Kashmir issue,5:37,606K,1 month ago,30,606000.0,20200.0
649,"UAE drone attack: Houthis warn of more attacks, United Arab Emirates pledges retaliation| World News",8:17,606K,5 months ago,150,606000.0,4040.0
650,Gravitas Plus: The unsolved mystery of Havana Syndrome,9:26,604K,10 months ago,300,604000.0,2013.0
651,Tense faceoff during Russian-Chinese war games in sea of Japan | US Navy Destroyer | Naval Exercise,2:35,603K,8 months ago,240,603000.0,2512.0
652,"'Don't bother to come,' Turkey says No to Sweden and Finland NATO bids | International News | WION",3:43,603K,1 month ago,30,603000.0,20100.0
653,Putin sets conditions for a ceasefire as Russia builds military column near Kyiv | English News,4:07,603K,3 months ago,90,603000.0,6700.0
654,China's dams: A ticking time bomb? China Flood | Three Gorges Dam | World News,11:40,602K,1 year ago,360,602000.0,1672.0
655,Gravitas: China asks Pakistan to declare some of its citizens as terrorists,5:22,602K,1 year ago,360,602000.0,1672.0
656,"Water, electricity shortage triggered protests, thousands march on the main roads in Gwadar | WION",10:20,601K,6 months ago,180,601000.0,3339.0
657,Gravitas: This 'Suicide Pod' ensures 'painless death' in a minute,3:06,600K,6 months ago,180,600000.0,3333.0
658,WION Wideangle | 1971: How India won the war,22:12,601K,6 months ago,180,601000.0,3339.0
659,Gravitas: British warship to challenge Beijing in South China Sea,4:34,600K,11 months ago,330,600000.0,1818.0
660,Breaking News: US President Joe Biden bans Russian oil imports | Russia-Ukraine Conflict | WION News,26:05,599K,3 months ago,90,599000.0,6656.0
661,Paris knife attack | Attackers family 'proud' of their son | Ali Hassan | Pakistan News,2:21,599K,1 year ago,360,599000.0,1664.0
662,Greece has become global role model to beat COVID-19? Coronavirus News,4:01,599K,2 years ago,720,599000.0,832.0
663,Speculations over Kim Jong-un using body double | WION News,3:56,598K,2 years ago,720,598000.0,831.0
664,Coronavirus: China's many diplomatic firestorms | Gravitas,4:36,598K,2 years ago,720,598000.0,831.0
665,Gravitas: Ground Report: Overtime is killing workers in Japan,5:10,600K,3 weeks ago,21,600000.0,28571.0
666,At least 30 Chinese Aircraft enter Taiwanese airspace | World Latest News | WION,1:57,598K,3 weeks ago,21,598000.0,28476.0
667,Gravitas LIVE| Ukraine under attack: Day 6| Russian shelling kills Indian student| World News | WION,50:33,596K,Streamed 3 months ago,90,596000.0,6622.0
668,"World leaders laud PM Modi's initiative, Australia welcomes PM Modi's calls for G20 linkup as well",1:41,596K,2 years ago,720,596000.0,828.0
669,Gravitas | Japan: 24-year-old man dressed as joker attacks passengers on Tokyo train,6:03,595K,7 months ago,210,595000.0,2833.0
670,"Russia warns of retaliation against West, dismisses accusations of 'blackmail' | World News | WION",3:32,595K,1 month ago,30,595000.0,19833.0
671,US troops arrive in Poland & Germany while Russian bombers fly over Belarus | World English News,5:06,594K,4 months ago,120,594000.0,4950.0
672,Ukraine-Russia conflict: Russian state TV cuts off Putin mid-speech | International News | WION,2:00,594K,3 months ago,90,594000.0,6600.0
673,"United States: Woman raped on train, Septa riders watch | WION Latest News",3:33,594K,8 months ago,240,594000.0,2475.0
674,WION Gravitas: 20 Afghan women army officers arrive in India,8:16,594K,4 years ago,1440,594000.0,412.0
675,Satellite images show Russian military build-up growing near Ukraine | Latest English News | WION,5:33,593K,4 months ago,120,593000.0,4942.0
676,Gravitas: Ukraine diplomacy shifts to India,5:09,592K,2 months ago,60,592000.0,9867.0
677,German researchers claimed to have found cause of blood clotting events | AstraZeneca | J&J | COVID,2:24,590K,1 year ago,360,590000.0,1639.0
678,"Gravitas: The third wave in India ""begins this month""",7:15,590K,10 months ago,300,590000.0,1967.0
679,Gravitas: How does the Rupee-Rouble system work?,5:18,590K,2 months ago,60,590000.0,9833.0
680,Gravitas: Why global investors are dumping Chinese stocks,4:00,589K,2 months ago,60,589000.0,9817.0
681,Gravitas: China is dumping 'human waste' in South China Sea,3:57,589K,11 months ago,330,589000.0,1785.0
682,5-year-old girl hilariously trolls UK PM Boris Johnson over ‘partygate’,1:29,589K,5 months ago,150,589000.0,3927.0
683,Gravitas: Halal & Kosher slaughter banned in Greece,3:33,589K,7 months ago,210,589000.0,2805.0
684,Not possible to lift lockdown | PM Modi | Coronavirus Pandemic | COVID-19,8:55,588K,2 years ago,720,588000.0,817.0
685,Gravitas: Russia sanctions US President Joe Biden,7:41,587K,3 months ago,90,587000.0,6522.0
686,Gravitas: Viral video shows Pak PM crying,1:44,587K,2 years ago,720,587000.0,815.0
687,Russia-Ukraine Conflict: Russia fires Kinzhal 'Dagger' missile from the Black sea | English News,1:52,587K,3 months ago,90,587000.0,6522.0
688,Gravitas: Another Epidemic Outbreak in China?,4:42,587K,1 year ago,360,587000.0,1631.0
689,Pentagon says Russia could attack on Ukraine today| Russia says no plan for Biden-Putin summit| WION,12:47,587K,4 months ago,120,587000.0,4892.0
690,Gravitas | COVID Origins: What happened inside the Wuhan Lab in November 2019?,5:39,587K,1 year ago,360,587000.0,1631.0
691,Thailand's King Rama X: A king with 4 wives & 20 mistresses | World News | WION News,3:13,585K,1 year ago,360,585000.0,1625.0
692,"Gravitas | New York Times: India putting Afghan Hindus, Sikhs first",4:47,585K,10 months ago,300,585000.0,1950.0
693,Underwater volcano erupts in Pacific island nation of Tonga | Latest News | English News | WION,1:27,584K,5 months ago,150,584000.0,3893.0
694,"US carries out air strikes in Iraq and Syria, target Iran-backed militia groups| World English News",6:04,583K,11 months ago,330,583000.0,1767.0
695,Gravitas Plus: Western museums must return stolen artefacts,7:55,582K,6 months ago,180,582000.0,3233.0
696,"Ukraine claims Russian troops near Capital Kyiv, downed 3 Russian helicopters | World News | WION",11:59,581K,3 months ago,90,581000.0,6456.0
697,"Gravitas: Joe Biden, Xi Jinping discuss Ukraine war",4:19,581K,3 months ago,90,581000.0,6456.0
698,"Afghanistan: Taliban become the judge, jury & executioner",6:35,579K,8 months ago,240,579000.0,2412.0
699,Russia pitches talk amid offensive: Ukraine President rejects Belarus talks offer | English News,15:37,578K,3 months ago,90,578000.0,6422.0
700,Tensions rise in the Korean peninsula after North Korea issues a 'Nuclear' threat | English News,2:29,578K,2 months ago,60,578000.0,9633.0
701,Gravitas: Wuhan Coronavirus: How China is losing the narrative war,4:14,577K,2 years ago,720,577000.0,801.0
702,NATO: No troops will be deployed in Ukraine if Russia invades | Latest World English News | WION,3:45,577K,4 months ago,120,577000.0,4808.0
703,Gravitas LIVE with Palki Sharma | Economic turmoil in Sri Lanka | OIC leaders assemble in Pakistan,48:08,577K,Streamed 3 months ago,90,577000.0,6411.0
704,Chinese President Xi Jinping sends audio message to Mongolian PM,3:54,577K,1 year ago,360,577000.0,1603.0
705,Afghanistan: Slain Commander Ahmad Shah Massoud's tomb vandalised | Latest World English News,3:32,576K,9 months ago,270,576000.0,2133.0
706,Canadian PM Justin Trudeau keeps mum on trucker protest in Ottawa | Latest World News | WION,3:15,575K,4 months ago,120,575000.0,4792.0
707,"Gravitas: In a first, UAE introduces federal corporate tax",5:27,575K,4 months ago,120,575000.0,4792.0
708,"Salima Mazari, who took up arms against Taliban captured in Afghanistan | English World News | WION",7:09,574K,10 months ago,300,574000.0,1913.0
709,Russia-Ukraine crisis: Putin calls on Russians to mobilise against sanctions | World News | WION,3:37,574K,3 months ago,90,574000.0,6378.0
710,"Demonstrators take to streets against NATO, demand 'Implement Ukraine-Minsk treaty' | English News",2:07,574K,4 months ago,120,574000.0,4783.0
711,Gravitas: Wuhan Virus Pandemic: Leaked audio featuring WHO officials reveal China's lapses,7:50,573K,1 year ago,360,573000.0,1592.0
712,India to receive first batch of Russian S-400 missiles by year-end| Latest World News | English News,3:17,573K,1 year ago,360,573000.0,1592.0
713,"Russia-Ukraine Conflict: Ready to discuss Ukraine's neutral status with Russia, says Zelensky | WION",2:06,573K,3 months ago,90,573000.0,6367.0
714,Gravitas: Hundreds injured as Israeli cops storm Al-Aqsa mosque,8:32,572K,1 year ago,360,572000.0,1589.0
715,Russia announces military operations in Ukraine as tensions mount to their climax | English News,1:48,572K,3 months ago,90,572000.0,6356.0
716,Two Russian pilots dead after a helicopter was shot down near Syrian city of Palmyra,0:41,570K,5 years ago,1800,570000.0,317.0
